TOMO 03 — BESTIARIO, NPC Y COMPAÑEROS

Fuente operativa de enemigos, criaturas, NPC, compañeros y amenazas.

Edición 5.1 — Versión refinada para lectura de libro

Nota editorial: esta versión conserva la información útil de las iteraciones anteriores, unifica fichas heredadas bajo IDs maestros y retira del cuerpo principal títulos técnicos repetidos, separadores visuales y marcas internas de trabajo. Las fuentes, alias y notas de trazabilidad no se pierden: se conservan en apéndice cuando corresponde.
## Balance final de amenazas

### Prueba matemática de mesa
Antes de cambiar una ficha, probarla contra tres armas de su etapa: una débil, una estándar y una fuerte. Si la amenaza muere antes o después de la duración ideal, marcar la ficha para balance en vez de corregirla de forma destructiva.

| Resultado de prueba | Acción editorial |
|---|---|
| muere demasiado rápido | revisar PV, defensa, cantidad o cobertura |
| dura demasiado | revisar PV, DR/ER/RR, debilidad o daño mínimo |
| no amenaza al grupo | revisar daño, táctica o número |
| elimina al grupo sin margen | revisar daño, AP, cantidad o telegráfico narrativo |

### Escalado por jugadores
1 jugador usa el mínimo de enemigos. 2 jugadores usan cantidad base. 3 jugadores agregan menores o cobertura. 4 jugadores agregan oleadas, líder o presión de objetivo. No duplicar jefes salvo escena final.

TOMO 03 — BESTIARIO: BALANCE Y ESCALADO DE COMBATE

1. DURACION ESPERADA POR AMENAZA
| Amenaza | Rol | Duracion ideal |
|---:|---|---|
| 1-2 | plaga, fauna menor, enemigo ambiental | 1-2 turnos |
| 3-4 | saqueador, robot basico, criatura comun | 2-3 turnos |
| 5-6 | enemigo tactico, supermutante, synth fuerte | 3-5 turnos |
| 7-8 | elite, jefe menor, criatura apex local | 5-7 turnos |
| 9-10 | jefe de escena o amenaza final | escena completa |

2. LECTURA DE AP EN ENEMIGOS
AP en fichas de enemigo significa Puntos de Accion tacticos del enemigo. Si una mesa quiere simplificar:
- AP bajo: 1 accion + movimiento corto.
- AP medio: 1 accion + movimiento normal + reaccion simple.
- AP alto: 2 acciones o accion fuerte + movimiento.

3. ESCALADO POR NUMERO DE JUGADORES
- No duplicar elites automaticamente.
- Primero aumentar enemigos menores.
- Segundo agregar cobertura, alarma o refuerzo.
- Tercero mejorar posicion tactica.
- Solo aumentar PV si la escena debe ser jefe o amenaza final.

4. MARCAS DE BALANCE
Si una ficha no cumple duracion esperada, no se modifica de inmediato. Se marca:
REQUIERE_BALANCE_PV, REQUIERE_BALANCE_DANO, REQUIERE_BALANCE_DEFENSA o REQUIERE_BALANCE_AMENAZA.


Resultado de auditoría:
- No se modifican PV, AP, DR, ER, RR, daño ni amenaza existentes.
- Cualquier cambio numérico futuro debe pasar por prueba de 3 rondas: inicio, medio y alto.
- Enemigos con PV alto y amenaza baja quedan marcados para revisión contextual: pueden ser pasivos, ambientales o resistentes pero poco letales.
- Enemigos con daño alto y AP alto deben revisarse contra armaduras del Tomo 05 para evitar muerte súbita.
- Regla de seguridad: ningún enemigo normal debería requerir más de 6-8 impactos medios salvo jefe, criatura apex, servoarmadura, robot pesado o escena final.
- Información eliminada: 0.

Criterio aplicado:
- No se cambian valores de PV, AP, daño, DR, ER ni RR en fichas existentes.
- La simulación se agrega como capa de auditoría para decidir ajustes posteriores sin destruir datos.
- AP sigue significando Puntos de Acción.
- Fórmula provisional de test: mitigación por tramo de defensa + daño mínimo táctico. No reemplaza Tomo 01; sirve para detectar bloqueos.

### Distribución real detectada en los tomos
| Métrica | Muestras | P10 | P25 | P50 | P75 | P90 |
|---|---:|---:|---:|---:|---:|---:|
| PV enemigos Tomo 03 | 213 | 85.0 | 210.0 | 500.0 | 1000.0 | 1800.0 |
| DR enemigos Tomo 03 | 213 | 15.0 | 45.0 | 95.0 | 180.0 | 260.0 |
| ER enemigos Tomo 03 | 213 | 5.0 | 35.0 | 80.0 | 140.0 | 208.0 |
| Amenaza enemigos Tomo 03 | 213 | 1.1 | 1.5 | 2.2 | 3.1 | 4.2 |
| Daño base armas Tomo 04 | 106 | 22.0 | 28.0 | 45.0 | 55.0 | 150.0 |
| Coste AP armas Tomo 04 | 99 | 20.0 | 25.0 | 28.0 | 35.0 | 42.0 |
| DR armaduras Tomo 05 | 293 | 0.0 | 5.0 | 35.0 | 35.0 | 35.0 |
| ER armaduras Tomo 05 | 293 | 0.0 | 5.0 | 35.0 | 35.0 | 35.0 |

### Fórmula de test usada en esta simulación
- Defensa 0–25: reduce 0 daño.
- Defensa 26–75: reduce 5 daño.
- Defensa 76–150: reduce 10 daño.
- Defensa 151–250: reduce 20 daño.
- Defensa 251–400: reduce 35 daño.
- Defensa 401+: reduce 50 daño.
- Si el arma puede afectar al objetivo pero el cálculo baja a 0, usar daño mínimo táctico: máximo entre 1 y 10% del daño base.
- Rondas de referencia: se calcula con presupuesto abstracto de 100 AP tácticos para comparar armas; no sustituye la economía oficial del Tomo 01.

### Resultado de simulación representativa
| Arma | Enemigo | Amenaza | PV | DR/ER | Daño efectivo | Impactos | Rondas ref. | Estado |
  - RR: 400
  - Velocidad: 2/10
  - Percepción: 5/10
  - Amenaza: 7.1/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 600 por impacto o acción.
- Daño a distancia 1: Roca rad 380 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Armas pesadas.
  - Debilidad 2: distancia.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-143
Nombre: Grun
Grupo operativo: Supermutantes
Categoría: Supermutante unico

Descripción:
  - Supermutante unico asociado a encuentros de alto peligro. En términos de juego, destaca por PV 1500, defensa física 220, defensa energética 120 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 1500
  - AP: 100
  - DR: 220
  - ER: 120
  - RR: 0
  - Velocidad: 5/10
  - Percepción: 5/10
  - Amenaza: 3.5/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 300 por impacto o acción.
- Daño a distancia 1: Arma 220 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Explosivos.
  - Debilidad 2: distancia.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-144
Nombre: Hammer
Grupo operativo: Supermutantes
Categoría: Supermutante unico

Descripción:
  - Supermutante unico con presencia de jefe menor. En términos de juego, destaca por PV 1200, defensa física 190, defensa energética 100 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 1200
  - AP: 95
  - DR: 190
  - ER: 100
  - RR: 0
  - Velocidad: 5/10
  - Percepción: 5/10
  - Amenaza: 3.0/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 260 por impacto o acción.
- Daño a distancia 1: Arma 180 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Distancia.
  - Debilidad 2: VATS.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-065
Nombre: Mutant Hound
Grupo operativo: Supermutantes
Categoría: Bestia supermutante

Descripción:
  - Perro mutado usado por supermutantes. En términos de juego, destaca por PV 180, defensa física 35, defensa energética 15 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 180
  - AP: 60
  - DR: 35
  - ER: 15
  - RR: 0
  - Velocidad: 5/10
  - Percepción: 5/10
  - Amenaza: 1.3/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 45 por impacto o acción.
- Daño a distancia 1: 0 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Escopeta.
  - Debilidad 2: VATS cabeza.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-057
Nombre: Super Mutant
Grupo operativo: Supermutantes
Categoría: Supermutante

Descripción:
  - Mutante básico armado con armas improvisadas o rifles simples. En términos de juego, destaca por PV 240, defensa física 50, defensa energética 25 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 240
  - AP: 60
  - DR: 50
  - ER: 25
  - RR: 0
  - Velocidad: 5/10
  - Percepción: 5/10
  - Amenaza: 1.4/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 55 por impacto o acción.
- Daño a distancia 1: Pipe rifle 35 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Headshots.
  - Debilidad 2: energía.
  - Debilidad 3: explosivos.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-067
Nombre: Super Mutant Behemoth
Grupo operativo: Supermutantes
Categoría: Coloso

Descripción:
  - Supermutante gigantesco y devastador. En términos de juego, destaca por PV 3200, defensa física 260, defensa energética 120 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 3200
  - AP: 100
  - DR: 260
  - ER: 120
  - RR: 0
  - Velocidad: 2/10
  - Percepción: 5/10
  - Amenaza: 4.6/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 400 por impacto o acción.
- Daño a distancia 1: Roca 250 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Distancia.
  - Debilidad 2: minas.
  - Debilidad 3: armas pesadas.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-058
Nombre: Super Mutant Brute
Grupo operativo: Supermutantes
Categoría: Supermutante

Descripción:
  - Mutante más fuerte que el común. En términos de juego, destaca por PV 380, defensa física 80, defensa energética 40 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 380
  - AP: 65
  - DR: 80
  - ER: 40
  - RR: 0
  - Velocidad: 5/10
  - Percepción: 5/10
  - Amenaza: 1.7/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 85 por impacto o acción.
- Daño a distancia 1: Rifle 50 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Críticos.
  - Debilidad 2: distancia.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-140
Nombre: Super Mutant Butcher
Grupo operativo: Supermutantes
Categoría: Supermutante

Descripción:
  - Supermutante brutal orientado a daño melee y resistencia. En términos de juego, destaca por PV 900, defensa física 150, defensa energética 80 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 900
  - AP: 85
  - DR: 150
  - ER: 80
  - RR: 0
  - Velocidad: 5/10
  - Percepción: 5/10
  - Amenaza: 2.5/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 190 por impacto o acción.
- Daño a distancia 1: Arma 120 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Distancia.
  - Debilidad 2: explosivos.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-141
Nombre: Super Mutant Enforcer
Grupo operativo: Supermutantes
Categoría: Supermutante

Descripción:
  - Supermutante ejecutor, fuerte y armado. En términos de juego, destaca por PV 1250, defensa física 190, defensa energética 110 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 1250
  - AP: 95
  - DR: 190
  - ER: 110
  - RR: 0
  - Velocidad: 5/10
  - Percepción: 5/10
  - Amenaza: 3.0/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 230 por impacto o acción.
- Daño a distancia 1: Arma pesada 260 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Cobertura.
  - Debilidad 2: criticos.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-060
Nombre: Super Mutant Master
Grupo operativo: Supermutantes
Categoría: Supermutante

Descripción:
  - Veterano supermutante con armas pesadas ocasionales. En términos de juego, destaca por PV 750, defensa física 130, defensa energética 70 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 750
  - AP: 80
  - DR: 130
  - ER: 70
  - RR: 0
  - Velocidad: 5/10
  - Percepción: 5/10
  - Amenaza: 2.2/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 120 por impacto o acción.
- Daño a distancia 1: Minigun/rifle 140 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Explosivos.
  - Debilidad 2: plasma.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-061
Nombre: Super Mutant Overlord
Grupo operativo: Supermutantes
Categoría: Supermutante elite

Descripción:
  - Supermutante de nivel alto. En términos de juego, destaca por PV 1200, defensa física 180, defensa energética 100 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 1200
  - AP: 90
  - DR: 180
  - ER: 100
  - RR: 0
  - Velocidad: 5/10
  - Percepción: 5/10
  - Amenaza: 2.8/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 170 por impacto o acción.
- Daño a distancia 1: Arma pesada 200 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Críticos.
  - Debilidad 2: armas pesadas.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-062
Nombre: Super Mutant Primus
Grupo operativo: Supermutantes
Categoría: Supermutante elite

Descripción:
  - Variante veterana muy resistente. En términos de juego, destaca por PV 1600, defensa física 220, defensa energética 130 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 1600
  - AP: 100
  - DR: 220
  - ER: 130
  - RR: 0
  - Velocidad: 5/10
  - Percepción: 5/10
  - Amenaza: 3.3/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 220 por impacto o acción.
- Daño a distancia 1: Arma pesada 260 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Fat Man.
  - Debilidad 2: plasma.
  - Debilidad 3: minas.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-059
Nombre: Super Mutant Skirmisher
Grupo operativo: Supermutantes
Categoría: Supermutante

Descripción:
  - Mutante orientado a combate con arma de fuego. En términos de juego, destaca por PV 450, defensa física 90, defensa energética 50 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 450
  - AP: 70
  - DR: 90
  - ER: 50
  - RR: 0
  - Velocidad: 5/10
  - Percepción: 5/10
  - Amenaza: 1.8/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 80 por impacto o acción.
- Daño a distancia 1: Assault/rifle 80 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Cobertura.
  - Debilidad 2: sniper.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-064
Nombre: Super Mutant Suicider
Grupo operativo: Supermutantes
Categoría: Supermutante suicida

Descripción:
  - Mutante que carga con una mini nuke activa. En términos de juego, destaca por PV 350, defensa física 80, defensa energética 40 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 350
  - AP: 70
  - DR: 80
  - ER: 40
  - RR: 0
  - Velocidad: 5/10
  - Percepción: 5/10
  - Amenaza: 1.4/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: Mini nuke fatal por impacto o acción.
- Daño a distancia 1: 0 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Disparar al brazo de la mini nuke desde lejos.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-063
Nombre: Super Mutant Warlord
Grupo operativo: Supermutantes
Categoría: Supermutante máximo

Descripción:
  - Una de las variantes más peligrosas de supermutante. En términos de juego, destaca por PV 2200, defensa física 280, defensa energética 160 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 2200
  - AP: 110
  - DR: 280
  - ER: 160
  - RR: 0
  - Velocidad: 5/10
  - Percepción: 5/10
  - Amenaza: 4.1/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 300 por impacto o acción.
- Daño a distancia 1: Arma pesada 320 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Explosivos.
  - Debilidad 2: cobertura.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-320
Nombre: Supermutants
Grupo operativo: Supermutantes
Categoría: - Mutantes pesados

Descripción:
  - Ficha existente normalizada desde el tomo base.

Estadísticas:
  - PV: 180-2000
  - AP: 70-130
  - DR: 60-300
  - ER: 30-180
  - RR: 0-200
  - Velocidad: 4-7/10
  - Percepción: 4-7/10
  - Amenaza: - Baja, media, alta o peligrosa según variante, número y terreno.

Ataques / daño:
  - Ataques separados pendientes de revisión fina.

Botín / equipo:
  - Armas pesadas, carne, munición

Debilidades:
  - Priorizar suicider y armas pesadas
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-187
Nombre: Swan
Grupo operativo: Supermutantes
Categoría: Boss supermutante behemoth

Descripción:
  - Behemoth unico oculto en Boston Common. En términos de juego, destaca por PV 3500, defensa física 260, defensa energética 160 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 3500
  - AP: 100
  - DR: 260
  - ER: 160
  - RR: 0
  - Velocidad: 2/10
  - Percepción: 5/10
  - Amenaza: 4.8/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 450 por impacto o acción.
- Daño a distancia 1: Rocas 300 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Distancia.
  - Debilidad 2: minas.
  - Debilidad 3: Fat Man.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-078
Nombre: Art Synth
Grupo operativo: Synths / coursers
Categoría: Synth infiltrado

Descripción:
  - Duplicado synth en encuentro Art vs Art. En términos de juego, destaca por PV 350, defensa física 70, defensa energética 130 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 350
  - AP: 75
  - DR: 70
  - ER: 130
  - RR: 0
  - Velocidad: 5/10
  - Percepción: 8/10
  - Amenaza: 1.9/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 50 por impacto o acción.
- Daño a distancia 1: Pistol/rifle 80 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Diálogo o disparo rápido.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-153
Nombre: B2-57
Grupo operativo: Synths / coursers
Categoría: Synth nombrado

Descripción:
  - Synth identificado por codigo individual. En términos de juego, destaca por PV 500-900, defensa física 90-170, defensa energética 130-230 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 500-900
  - AP: 80
  - DR: 90-170
  - ER: 130-230
  - RR: 0
  - Velocidad: 5/10
  - Percepción: 5/10
  - Amenaza: 2.5/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 70 por impacto o acción.
- Daño a distancia 1: Arma energía 160 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Pulse.
  - Debilidad 2: cover.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-075
Nombre: Courser
Grupo operativo: Synths / coursers
Categoría: Synth elite

Descripción:
  - Agente elite del Instituto. En términos de juego, destaca por PV 1200, defensa física 180, defensa energética 260 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 1200
  - AP: 120
  - DR: 180
  - ER: 260
  - RR: 0
  - Velocidad: 5/10
  - Percepción: 8/10
  - Amenaza: 3.1/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 120 por impacto o acción.
- Daño a distancia 1: Institute rifle 220 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Explosivos.
  - Debilidad 2: VATS.
  - Debilidad 3: crippling.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-154
Nombre: F6-33
Grupo operativo: Synths / coursers
Categoría: Synth nombrado

Descripción:
  - Synth individual de lista del Instituto/Ferrocarril. En términos de juego, destaca por PV 500-900, defensa física 90-170, defensa energética 130-230 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 500-900
  - AP: 80
  - DR: 90-170
  - ER: 130-230
  - RR: 0
  - Velocidad: 5/10
  - Percepción: 5/10
  - Amenaza: 2.5/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 70 por impacto o acción.
- Daño a distancia 1: Arma energía 160 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Pulse.
  - Debilidad 2: cover.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-079
Nombre: Gabriel
Grupo operativo: Synths / coursers
Categoría: Synth único/raider

Descripción:
  - Synth fugitivo convertido en líder raider. En términos de juego, destaca por PV 950, defensa física 150, defensa energética 220 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 950
  - AP: 100
  - DR: 150
  - ER: 220
  - RR: 0
  - Velocidad: 5/10
  - Percepción: 8/10
  - Amenaza: 2.8/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 110 por impacto o acción.
- Daño a distancia 1: Armas raider 180 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Críticos.
  - Debilidad 2: explosivos.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-160
Nombre: H2-22
Grupo operativo: Synths / coursers
Categoría: Synth fugitivo

Descripción:
  - Synth fugitivo protegido por el Ferrocarril. En términos de juego, destaca por PV 350-750, defensa física 60-130, defensa energética 100-180 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 350-750
  - AP: 75
  - DR: 60-130
  - ER: 100-180
  - RR: 0
  - Velocidad: 5/10
  - Percepción: 5/10
  - Amenaza: 2.4/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 50 por impacto o acción.
- Daño a distancia 1: Pistola/ref 100 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Protegerlo si se apoya Ferrocarril.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-155
Nombre: K1-98 / Jenny
Grupo operativo: Synths / coursers
Categoría: Synth fugitiva

Descripción:
  - Synth fugitiva asociada a historias del Ferrocarril. En términos de juego, destaca por PV 300-700, defensa física 50-120, defensa energética 80-160 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 300-700
  - AP: 70
  - DR: 50-120
  - ER: 80-160
  - RR: 0
  - Velocidad: 5/10
  - Percepción: 5/10
  - Amenaza: 2.3/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 40 por impacto o acción.
- Daño a distancia 1: Pistola/ref 80 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Depende de decisiones.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-156
Nombre: Sammy
Grupo operativo: Synths / coursers
Categoría: Synth nombrado

Descripción:
  - Synth o persona vinculada a paranoia synth segun contexto. En términos de juego, destaca por PV 250-600, defensa física 40-100, defensa energética 60-140 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 250-600
  - AP: 70
  - DR: 40-100
  - ER: 60-140
  - RR: 0
  - Velocidad: 5/10
  - Percepción: 5/10
  - Amenaza: 2.0/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 40 por impacto o acción.
- Daño a distancia 1: Arma civil/ref 80 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Investigar antes de atacar.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-074
Nombre: Synth Assaulter
Grupo operativo: Synths / coursers
Categoría: Synth

Descripción:
  - Variante agresiva de asalto. En términos de juego, destaca por PV 420, defensa física 100, defensa energética 170 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 420
  - AP: 90
  - DR: 100
  - ER: 170
  - RR: 0
  - Velocidad: 5/10
  - Percepción: 8/10
  - Amenaza: 2.2/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 75 por impacto o acción.
- Daño a distancia 1: Institute rifle 130 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Explosivos.
  - Debilidad 2: cover.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-150
Nombre: Synth eradicator
Grupo operativo: Synths / coursers
Categoría: Synth elite

Descripción:
  - Variante de exterminio de alto nivel. En términos de juego, destaca por PV 1000-1800, defensa física 180-300, defensa energética 240-360 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 1000-1800
  - AP: 110
  - DR: 180-300
  - ER: 240-360
  - RR: 0
  - Velocidad: 5/10
  - Percepción: 8/10
  - Amenaza: 4.0/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 140 por impacto o acción.
- Daño a distancia 1: Institute/plasma 320 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Pulse.
  - Debilidad 2: explosivos.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-070
Nombre: Synth Gen 1
Grupo operativo: Synths / coursers
Categoría: Synth

