TOMO 04 — ARMAS

Fuente de armas, munición, daño, rasgos, obtención y balance ofensivo.

Edición 5.1 — Versión refinada para lectura de libro

Nota editorial: esta versión conserva la información útil de las iteraciones anteriores, unifica fichas heredadas bajo IDs maestros y retira del cuerpo principal títulos técnicos repetidos, separadores visuales y marcas internas de trabajo. Las fuentes, alias y notas de trazabilidad no se pierden: se conservan en apéndice cuando corresponde.
## Balance ofensivo para publicación

Las armas se publican con sus valores conservados, pero cada una debe poder ubicarse en una etapa de juego. Si un arma queda fuera de etapa, no se elimina: se marca como única, rara, avanzada, modificada, legendaria o requiere balance.

### Prueba de arma
1. Comparar daño contra enemigos de amenaza 1-3, 4-6 y 7-9.
2. Revisar coste AP frente al daño esperado.
3. Revisar munición disponible en campaña, libre y supervivencia.
4. Confirmar si ignora defensa por rasgo real o por error.

TOMO 04 — ARMAS: MUNICION, ETAPAS Y BALANCE OFENSIVO

1. ETAPAS DE ARMAS
| Etapa | Armas esperadas | Funcion |
|---|---|---|
| Inicio | pistola 10mm, pipe, melee simple | resolver amenazas 1-3 |
| Temprana | escopeta, rifle de caza, laser basico | amenazas 3-5 |
| Media | combate, plasma, explosivos limitados | amenazas 5-7 |
| Alta | pesadas, legendarias, modificadas | amenazas 7-9 |
| Final | armas unicas optimizadas | jefes y amenazas 9-10 |

2. MUNICION EXACTA VS NARRATIVA
Este tomo conserva municion y calibres. En mesa puede usarse:
- Exacta: contar cada bala/proyectil.
- Narrativa: 1 carga por escena.
- Supervivencia: exacta para municion rara; narrativa para comun.

3. ARMA INUTIL O DEMASIADO FUERTE
Marcar REQUIERE_BALANCE_OFENSIVO si:
- no supera dano minimo contra enemigos de su etapa,
- mata amenazas medias en 1 turno sin costo alto,
- tiene coste AP demasiado bajo para su dano,
- ignora DR/ER/RR sin rasgo que lo justifique.


Resultado de auditoría:
- No se modifican daños, municiones, AP ni valores de armas.
- Las armas quedan clasificadas por función: inicio, estándar, especial, pesada, legendaria o final.
- Arma con daño bajo + AP alto = REQUIERE_REVISIÓN_DE_UTILIDAD.
- Arma con daño alto + AP bajo = REQUIERE_REVISIÓN_DE_LETALIDAD.
- Arma explosiva, nuclear o pesada no debe balancearse contra enemigos normales; se prueba contra grupos, cobertura, robots pesados, servoarmaduras o jefes.
- Información eliminada: 0.

Criterio aplicado:
- No se cambian valores de PV, AP, daño, DR, ER ni RR en fichas existentes.
- La simulación se agrega como capa de auditoría para decidir ajustes posteriores sin destruir datos.
- AP sigue significando Puntos de Acción.
- Fórmula provisional de test: mitigación por tramo de defensa + daño mínimo táctico. No reemplaza Tomo 01; sirve para detectar bloqueos.

### Distribución real detectada en los tomos
| Métrica | Muestras | P10 | P25 | P50 | P75 | P90 |
|---|---:|---:|---:|---:|---:|---:|
| PV enemigos Tomo 03 | 213 | 85.0 | 210.0 | 500.0 | 1000.0 | 1800.0 |
| DR enemigos Tomo 03 | 213 | 15.0 | 45.0 | 95.0 | 180.0 | 260.0 |
| ER enemigos Tomo 03 | 213 | 5.0 | 35.0 | 80.0 | 140.0 | 208.0 |
| Amenaza enemigos Tomo 03 | 213 | 1.1 | 1.5 | 2.2 | 3.1 | 4.2 |
| Daño base armas Tomo 04 | 106 | 22.0 | 28.0 | 45.0 | 55.0 | 150.0 |
| Coste AP armas Tomo 04 | 99 | 20.0 | 25.0 | 28.0 | 35.0 | 42.0 |
| DR armaduras Tomo 05 | 293 | 0.0 | 5.0 | 35.0 | 35.0 | 35.0 |
| ER armaduras Tomo 05 | 293 | 0.0 | 5.0 | 35.0 | 35.0 | 35.0 |

### Fórmula de test usada en esta simulación
- Defensa 0–25: reduce 0 daño.
- Defensa 26–75: reduce 5 daño.
- Defensa 76–150: reduce 10 daño.
- Defensa 151–250: reduce 20 daño.
- Defensa 251–400: reduce 35 daño.
- Defensa 401+: reduce 50 daño.
- Si el arma puede afectar al objetivo pero el cálculo baja a 0, usar daño mínimo táctico: máximo entre 1 y 10% del daño base.
- Rondas de referencia: se calcula con presupuesto abstracto de 100 AP tácticos para comparar armas; no sustituye la economía oficial del Tomo 01.

### Resultado de simulación representativa
| Arma | Enemigo | Amenaza | PV | DR/ER | Daño efectivo | Impactos | Rondas ref. | Estado |
- Armas pesadas, explosivas o antiarmadura pueden ignorar parcialmente defensa si la ficha lo indica.

### Coste AP recomendado por tipo de arma
| Tipo | Coste AP sugerido | Nota de balance |
|---|---:|---|
| Pistola ligera | 1-2 AP | Buena para inicio y disparos frecuentes. |
| Rifle estándar | 2-3 AP | Daño estable, alcance medio/largo. |
| Escopeta | 2-3 AP | Fuerte en corta distancia, penalizada a larga. |
| Arma automática | 3-4 AP | Debe gastar más munición o generar ráfaga. |
| Arma pesada | 4-6 AP | Alto daño, peso alto, munición limitada. |
| Cuerpo a cuerpo ligero | 1-2 AP | Bajo coste, riesgo por proximidad. |
| Cuerpo a cuerpo pesado | 3-4 AP | Alto daño, lento. |
| Explosivo | 3-5 AP | Control de área, riesgo de fuego amigo. |

### Prueba obligatoria contra Tomo 03
Un arma común de etapa temprana no debería tardar más de 3-5 impactos en derrotar enemigos menores, 6-9 impactos contra enemigos medios y debe ser ineficiente contra amenazas altas sin táctica, mods o ventaja.

### Prueba obligatoria contra Tomo 05
Si una armadura media vuelve inútiles las armas tempranas, se debe ajustar defensa, penetración o disponibilidad de munición antiarmadura; no subir daño de todo el arsenal sin control.


Fichas detectadas: 140
Fichas incompletas detectadas: 0
Pendientes editoriales detectados: 128

Nota de auditoría aplicada:
- Se corrigió mojibake/acentos rotos en el tomo.
- Se convirtió el índice estadístico a tabla Markdown.
- Se agregó referencia rápida por arma, economía/disponibilidad y reglas de cruce con misiones, bestiario y facciones.
- Los textos "pendiente" restantes se consideran pendientes editoriales de integración, no fichas faltantes completas.
- No se integran imágenes en esta pasada.


INDICE ESTADISTICO
| Categoría | Fichas |
| --- | --- |
| Balística - rifle única | 11 |
| Melee - contundente | 11 |
| Explosivo - arrojadizo | 10 |
| Energía - láser única | 9 |
| Explosivo - mina | 9 |
| Energía - láser | 8 |
| Pesada | 8 |
| Melee - filo | 7 |
| Pesada única | 7 |
| Balística - pipe | 6 |
| Unarmed | 6 |
| Balística - rifle | 5 |
| Melee - filo única | 5 |
| Balística - pistola única | 4 |
| Especial | 4 |
| Energía - plasma | 3 |
| Melee - contundente única | 3 |
| Arma balística | 2 |
| Arma balística única | 2 |
| Arma de energía | 2 |
| Balística - escopeta | 2 |
| Balística - escopeta única | 2 |
| Balística - pistola | 2 |
| Energía - plasma única | 2 |
| Radiación | 2 |
| Radiación única | 2 |
| Arma balística avanzada | 1 |
| Arma pesada | 1 |
| Arma pesada explosiva | 1 |
| Melee | 1 |


4. ARSENAL DEL YERMO // ARMAS ÚNICAS Y NORMALES
## [PAGEBREAK]
PORTADA DE SECCIÓN - ARMAS ÚNICAS Y NORMALES
Esta sección organiza el arsenal completo como fichas técnicas. Las armas se explican por categoría, daño, munición, cargador, cadencia, alcance, precisión, coste AP, crítico, DPS, peso, valor, perks, mods, obtención, uso recomendado y limitaciones. Su objetivo es permitir comparaciones útiles entre estilos de juego.
Qué encontrarás en esta sección:
- Descripción general del contenido.
- Categorías internas para consultar rápido.
- Fichas, tablas o listas según el tipo de información.
- Relación práctica con combate, exploración, historia o construcción.
[PAGEBREAK]
TABLA DE CONTENIDO DE SECCIÓN - ARMAS ÚNICAS Y NORMALES
1. Ficha técnica de armas
2. Pistolas
3. Rifles
4. Escopetas
5. Automáticas
6. Energía
7. Radiación
8. Pesadas
9. Explosivas
10. Melee
11. Unarmed
12. Especiales
13. Únicas
[PAGEBREAK]
INTRODUCCIÓN DE SECCIÓN:
Esta sección organiza las armas como fichas técnicas. Cada arma se describe por tipo de daño, munición, cargador,
cadencia, alcance, precisión, coste AP en VATS, crítico, DPS referencial, peso, valor, perks recomendados, mods,
Esta es la única sección principal de armas.
daño, munición, cargador, cadencia, alcance, precisión, AP, crítico, DPS, peso, valor,
perks, mods, obtención y uso.
---
------------------------------------------------------------------------------------------------
---
4.0 GUÍA DE FICHA TÉCNICA DE ARMAS
---
------------------------------------------------------------------------------------------------
---
| Campo | Significado |
| --- | --- |
| Nombre | Nombre del arma o variante única. |
| Categoría | Balística, energía, pesada, explosiva, melee, unarmed o especial. |
| Subtipo | Pistola, rifle, escopeta, arma automática, arma pesada, etc. |
| Daño físico | Daño balístico o de impacto. |
| Daño energía | Daño láser, plasma, eléctrico o tecnológico. |
| Daño radiación/fuego/veneno | Daño elemental o secundario. |
| Munición | Tipo de munición consumida. |
| Cargador | Número de disparos antes de recargar. |
| Cadencia | Velocidad de disparo. |
| Alcance | Distancia útil. |
| Precisión | Estabilidad y probabilidad de impacto. |
| Coste AP VATS | AP aproximado consumido por ataque en VATS. |
| Crítico | Multiplicador o utilidad del golpe crítico. |
| DPS referencial | Daño por segundo práctico considerando cadencia. |
| Peso | Peso del arma. |
| Valor | Precio base aproximado. |
| Perks | Perks que mejoran el arma. |
| Mods | Mejoras recomendadas. |
| Obtención | Dónde se consigue o qué enemigo la usa. |
| Uso recomendado | Build o situación ideal. |
| Limitación | Debilidad táctica del arma. |
---
----------------------------------------------------------------------------------------------
---
34.2 CATEGORÍAS MAESTRAS DE ARMAS
---
----------------------------------------------------------------------------------------------
---
| Categoría | Armas incluidas |
| --- | --- |
| Escopetas | Double-Barrel Shotgun, Combat Shotgun, Le Fusil Terribles, Handmade Shotgun CC. |
| Armas de energía | Láser, Institute Laser, Plasma, Gatling Laser, Tesla Cannon, Alien Blaster. |
| Melee | Baseball Bat, Machete, Chinese Officer Sword, Shishkebab, Super Sledge, Atom's Judgment. |
| Unarmed | Power Fist, Deathclaw Gauntlet, Knuckles, Boxing Glove. |
---
----------------------------------------------------------------------------------------------
---
34.3 FICHAS MEJORADAS DE ARMAS REPRESENTATIVAS
---
----------------------------------------------------------------------------------------------
---
REFERENCIA RÁPIDA DE ARMAS
| Arma | Categoría | Subtipo | Munición | Origen | Uso rápido |
| --- | --- | --- | --- | --- | --- |
| 10mm Pistol | Arma balística | Pistola | 10mm | Base | Pistola VATS, sigilo temprano, secundaria confiable |
| Deliverer | Arma balística única | Pistola silenciada | 10mm | Base | Build de pistola VATS y sigilo |
| Combat Rifle | Arma balística | Rifle | .45 / .308 mod | Base | Rifle principal de campaña |
| Overseer's Guardian | Arma balística única | Rifle | .45 / .308 mod | Base | Rifle principal top para casi todo el juego |
| Gauss Rifle | Arma balística avanzada | Rifle electromagnético | 2mm EC | Base | Sniper endgame |
| Láser Rifle | Arma de energía | Rifle/Pistola láser | Fusion cell | Base | Build energía fiable |
| Plasma Rifle | Arma de energía | Rifle/Pistola plasma | Plasma cartridge | Base | Daño mixto contra enemigos resistentes |
| Minigun | Arma pesada | Ametralladora rotativa | 5mm | Base | Supresión y enemigos grandes |
| Fat Man | Arma pesada explosiva | Lanzador nuclear | Mini nuke | Base | Bosses, grupos grandes |
| Super Sledge | Melee | Mazo pesado | Ninguna | Base | Melee tanque |
| Power Fist | Unarmed | Puño mecánico | Ninguna | Base | Unarmed fuerte |
| .44 pistol | Balística - pistola | Pistola | 10mm / .44 / .38 según arma | Base | Arma secundaria, VATS y exploración temprana |
| Pipe pistol | Balística - pipe | Pipe / improvisada | .38 / .45 / .308 según conversión | Base | Inicio, enemigos comunes y munición abundante |
| Pipe revolver pistol | Balística - pipe | Pipe / improvisada | .38 / .45 / .308 según conversión | Base | Inicio, enemigos comunes y munición abundante |
| Pipe bolt-action pistol | Balística - pipe | Pipe / improvisada | .38 / .45 / .308 según conversión | Base | Inicio, enemigos comunes y munición abundante |
| Hunting rifle | Balística - rifle | Rifle | .308 / .45 / 5.56 / 7.62 según arma | Base | Combate medio-largo y daño confiable |
| Assault rifle | Balística - rifle | Rifle | .308 / .45 / 5.56 / 7.62 según arma | Base | Combate medio-largo y daño confiable |
| Submachine gun | Balística - rifle | Rifle | .308 / .45 / 5.56 / 7.62 según arma | Base | Combate medio-largo y daño confiable |
| Double-barrel shotgun | Balística - escopeta | Escopeta | Shell de escopeta | Base | Corto alcance, interiores y stagger |
| Combat shotgun | Balística - escopeta | Escopeta | Shell de escopeta | Base | Corto alcance, interiores y stagger |
| Pipe rifle | Balística - pipe | Pipe / improvisada | .38 / .45 / .308 según conversión | Base | Inicio, enemigos comunes y munición abundante |
| Pipe revolver rifle | Balística - pipe | Pipe / improvisada | .38 / .45 / .308 según conversión | Base | Inicio, enemigos comunes y munición abundante |
| Pipe bolt-action rifle | Balística - pipe | Pipe / improvisada | .38 / .45 / .308 según conversión | Base | Inicio, enemigos comunes y munición abundante |
| Láser pistol | Energía - láser | Láser | Fusion cell | Base | Daño energético limpio y buena precisión |
| Institute pistol | Energía - láser | Láser | Fusion cell | Base | Daño energético limpio y buena precisión |
| Institute rifle | Energía - láser | Láser | Fusion cell | Base | Daño energético limpio y buena precisión |
| Láser musket | Energía - láser | Láser | Fusion cell | Base | Daño energético limpio y buena precisión |
| Gatling láser | Pesada | Arma pesada | 5mm / misil / mini nuke / harpoon / cannonball | Base | Jefes, grupos y servoarmaduras |
| Plasma pistol | Energía - plasma | Plasma | Plasma cartridge | Base | Híbrido físico/energía de alto daño |
| Plasma gun | Energía - plasma | Plasma | Plasma cartridge | Base | Híbrido físico/energía de alto daño |
| Plasma thrower | Energía - plasma | Plasma | Plasma cartridge | Base | Híbrido físico/energía de alto daño |
| Alien blaster pistol | Energía - láser | Láser | Fusion cell | Base | Daño energético limpio y buena precisión |
| Gamma gun | Radiación | Radiación | Gamma round / .45 radium | Base | Humanos y enemigos sin inmunidad rad |
| Flamer | Pesada | Arma pesada | 5mm / misil / mini nuke / harpoon / cannonball | Base | Jefes, grupos y servoarmaduras |
| Missile launcher | Pesada | Arma pesada | 5mm / misil / mini nuke / harpoon / cannonball | Base | Jefes, grupos y servoarmaduras |
| Broadsider | Pesada | Arma pesada | 5mm / misil / mini nuke / harpoon / cannonball | Base | Jefes, grupos y servoarmaduras |
| Junk Jet | Especial | Especial | Especial / variable | Base | Herramienta táctica o de rol |
| Cryolator | Energía - láser | Láser | Fusion cell | Base | Daño energético limpio y buena precisión |
| Syringer | Especial | Especial | Especial / variable | Base | Herramienta táctica o de rol |
| Railway rifle | Balística - rifle | Rifle | .308 / .45 / 5.56 / 7.62 según arma | Base | Combate medio-largo y daño confiable |
| Cannonball launcher | Pesada | Arma pesada | 5mm / misil / mini nuke / harpoon / cannonball | Base | Jefes, grupos y servoarmaduras |
| Fragmentation grenade | Explosivo - arrojadizo | Granada / arrojadizo | Consumible arrojadizo | Base | Control de grupos y cobertura |
| Molotov cocktail | Explosivo - arrojadizo | Granada / arrojadizo | Consumible arrojadizo | Base | Control de grupos y cobertura |
| Pulse grenade | Explosivo - arrojadizo | Granada / arrojadizo | Consumible arrojadizo | Base | Control de grupos y cobertura |
| Plasma grenade | Explosivo - arrojadizo | Granada / arrojadizo | Consumible arrojadizo | Base | Control de grupos y cobertura |
| Cryogenic grenade | Explosivo - arrojadizo | Granada / arrojadizo | Consumible arrojadizo | Base | Control de grupos y cobertura |
| Nuka grenade | Explosivo - arrojadizo | Granada / arrojadizo | Consumible arrojadizo | Base | Control de grupos y cobertura |
| Baseball grenade | Explosivo - arrojadizo | Granada / arrojadizo | Consumible arrojadizo | Base | Control de grupos y cobertura |
| HalluciGen gas grenade | Explosivo - arrojadizo | Granada / arrojadizo | Consumible arrojadizo | Base | Control de grupos y cobertura |
| Fragmentation mine | Explosivo - mina | Mina / trampa | Consumible colocado | Base | Defensa, emboscada y control de rutas |
| Bottlecap mine | Explosivo - mina | Mina / trampa | Consumible colocado | Base | Defensa, emboscada y control de rutas |
| Pulse mine | Explosivo - mina | Mina / trampa | Consumible colocado | Base | Defensa, emboscada y control de rutas |
| Plasma mine | Explosivo - mina | Mina / trampa | Consumible colocado | Base | Defensa, emboscada y control de rutas |
| Cryo mine | Explosivo - mina | Mina / trampa | Consumible colocado | Base | Defensa, emboscada y control de rutas |
| Nuke mine | Explosivo - mina | Mina / trampa | Consumible colocado | Base | Defensa, emboscada y control de rutas |
| Machete | Melee - filo | Melee filo | No usa | Base | Sigilo, ahorro de munición |
| Combat knife | Melee - filo | Melee filo | No usa | Base | Sigilo, ahorro de munición |
| Chinese officer sword | Melee - filo | Melee filo | No usa | Base | Sigilo, ahorro de munición |
| Revolutionary sword | Melee - filo | Melee filo | No usa | Base | Sigilo, ahorro de munición |
| Shishkebab | Melee - filo | Melee filo | No usa | Base | Sigilo, ahorro de munición |
| Ripper | Melee - filo | Melee filo | No usa | Base | Sigilo, ahorro de munición |
| Switchblade | Melee - filo | Melee filo | No usa | Base | Sigilo, ahorro de munición |
| Pickman blade | Melee - filo única | Melee filo | No usa | Base | Sigilo, ahorro de munición |
| Kremvh's Tooth | Melee - filo única | Melee filo | No usa | Base | Sigilo, ahorro de munición |
| Baseball bat | Melee - contundente | Melee contundente | No usa | Base | Romper armadura y stagger |
| Board | Melee - contundente | Melee contundente | No usa | Base | Romper armadura y stagger |
| Lead pipe | Melee - contundente | Melee contundente | No usa | Base | Romper armadura y stagger |
| Pipe wrench | Melee - contundente | Melee contundente | No usa | Base | Romper armadura y stagger |
| Tire iron | Melee - contundente | Melee contundente | No usa | Base | Romper armadura y stagger |
| Walking cane | Melee - contundente | Melee contundente | No usa | Base | Romper armadura y stagger |
| Sledgehammer | Melee - contundente | Melee contundente | No usa | Base | Romper armadura y stagger |
| Pool cue | Melee - contundente | Melee contundente | No usa | Base | Romper armadura y stagger |
| Rolling pin | Melee - contundente | Melee contundente | No usa | Base | Romper armadura y stagger |
| Security baton | Melee - contundente | Melee contundente | No usa | Base | Romper armadura y stagger |
| Baton | Melee - contundente | Melee contundente | No usa | Base | Romper armadura y stagger |
| Boxing glove | Unarmed | Unarmed | No usa | Base | Combate cercano y builds de fuerza |
| Knuckles | Unarmed | Unarmed | No usa | Base | Combate cercano y builds de fuerza |
| Deathclaw gauntlet | Unarmed | Unarmed | No usa | Base | Combate cercano y builds de fuerza |
| 2076 World Series baseball bat | Melee - contundente única | Melee contundente | No usa | Base | Romper armadura y stagger |
| Kellogg's pistol | Balística - pistola única | Pistola | 10mm / .44 / .38 según arma | Base | Arma secundaria, VATS y exploración temprana |
| The Gainer | Balística - pistola única | Pistola | 10mm / .44 / .38 según arma | Base | Arma secundaria, VATS y exploración temprana |
| Eddie's Peace | Balística - pistola única | Pistola | 10mm / .44 / .38 según arma | Base | Arma secundaria, VATS y exploración temprana |
| Wastelander's Friend | Balística - pistola única | Pistola | 10mm / .44 / .38 según arma | Base | Arma secundaria, VATS y exploración temprana |
| Righteous Authority | Energía - láser única | Láser | Fusion cell | Base | Daño energético limpio y buena precisión |
| Old Faithful | Energía - láser única | Láser | Fusion cell | Base | Daño energético limpio y buena precisión |
| Good Intentions | Energía - láser única | Láser | Fusion cell | Base | Daño energético limpio y buena precisión |
| Prototype UP77 Limitless Potential | Energía - láser única | Láser | Fusion cell | Base | Daño energético limpio y buena precisión |
| Wazer Wifle | Energía - láser única | Láser | Fusion cell | Base | Daño energético limpio y buena precisión |
| Survivor's Special | Energía - láser única | Láser | Fusion cell | Base | Daño energético limpio y buena precisión |
| Virgil's rifle | Energía - láser única | Láser | Fusion cell | Base | Daño energético limpio y buena precisión |
| Experiment 18-A | Energía - plasma única | Plasma | Plasma cartridge | Base | Híbrido físico/energía de alto daño |
| Sentinel's Plasmacaster | Energía - plasma única | Plasma | Plasma cartridge | Base | Híbrido físico/energía de alto daño |
| Big Boy | Pesada única | Arma pesada | 5mm / misil / mini nuke / harpoon / cannonball | Base | Jefes, grupos y servoarmaduras |
| Partystarter | Pesada única | Arma pesada | 5mm / misil / mini nuke / harpoon / cannonball | Base | Jefes, grupos y servoarmaduras |
| Ashmaker | Pesada única | Arma pesada | 5mm / misil / mini nuke / harpoon / cannonball | Base | Jefes, grupos y servoarmaduras |
| The Last Minute | Balística - rifle única | Rifle | .308 / .45 / 5.56 / 7.62 según arma | Base | Combate medio-largo y daño confiable |
| Reba | Balística - rifle única | Rifle | .308 / .45 / 5.56 / 7.62 según arma | Base | Combate medio-largo y daño confiable |
| Reba II | Balística - rifle única | Rifle | .308 / .45 / 5.56 / 7.62 según arma | Base | Combate medio-largo y daño confiable |
| Tinker Tom Special | Balística - rifle única | Rifle | .308 / .45 / 5.56 / 7.62 según arma | Base | Combate medio-largo y daño confiable |
| Justice | Balística - escopeta única | Escopeta | Shell de escopeta | Base | Corto alcance, interiores y stagger |
| Le Fusil Terribles | Balística - escopeta única | Escopeta | Shell de escopeta | Base | Corto alcance, interiores y stagger |
| Spray n' Pray | Balística - rifle única | Rifle | .308 / .45 / 5.56 / 7.62 según arma | Base | Combate medio-largo y daño confiable |
| Silver submachine gun | Balística - rifle única | Rifle | .308 / .45 / 5.56 / 7.62 según arma | Base | Combate medio-largo y daño confiable |
| Lorenzo's Artifact gun | Radiación única | Radiación | Gamma round / .45 radium | Base | Humanos y enemigos sin inmunidad rad |
| Final Judgment | Pesada única | Arma pesada | 5mm / misil / mini nuke / harpoon / cannonball | Base | Jefes, grupos y servoarmaduras |

ECONOMÍA Y DISPONIBILIDAD
| Tipo de arma | Disponibilidad sugerida | Uso económico en mesa |
| --- | --- | --- |
| Pistolas y armas pipe | Común | Premio temprano, arma secundaria, botín de saqueadores o colonos. |
| Rifles balísticos | Común a rara | Recompensa principal de misión, arma de patrulla, mejora de campaña. |
| Energía y plasma | Media a rara | Botín tecnológico, facciones avanzadas, laboratorios, Brotherhood o Institute. |
| Pesadas y explosivas | Rara | Recompensa de alto riesgo, jefe, arsenal militar o botín con coste logístico. |
| Melee y unarmed | Común a rara | Identidad de enemigo, duelos, arenas, saqueadores, builds de fuerza. |

CRUCES DE USO CON OTROS TOMOS
- Usuarios: asignar armas por facción y rol antes que por daño puro. Raiders y colonos usan pipe, pistolas y escopetas; Gunners usan rifles y armadura; Brotherhood usa energía/pesadas; Institute usa láser/plasma; Children of Atom favorece radiación.
- Misiones: usar armas únicas como recompensa, pista, soborno, pago de facción o consecuencia de elección.
- Bestiario: humanos, synths y robots armados deben tomar armas de este tomo; criaturas naturales solo usan armas si la ficha lo justifica.
- Economía: las armas comunes pueden circular como botín; las raras deben exigir ubicación, contacto, coste, reputación o riesgo.
- Mods: tratar mods clave como recompensas pequeñas y materiales como coste de preparación.
---
--------------------------------------------------------------------------------------
---
[FICHA ARMA]
Nombre: 10mm Pistol
Categoría: Arma balística
Subtipo: Pistola
Descripción: Pistola semiautomática inicial, ligera, confiable y muy modificable.
Estadísticas medibles:
DAÑO_FISICO: 18
DAÑO_ENERGIA: 0
DAÑO_RADIACION/FUEGO/VENENO: 0
MUNICIÓN: 10mm
CARGADOR: 12
CADENCIA: 46
ALCANCE: 119
PRECISIÓN: 61
COSTE_AP_VATS: 20
MULTIPLICADOR_CRITICO: x1
DPS_REFERENCIAL: 80-160
PESO: 3.5
VALOR: 50
Perks recomendados: Gunslinger o Commando si se vuelve automática
Mods clave: Advanced receiver, suppressor, reflex sight, large magazine
Botín/obtención: Vault 111/inicio, botín común, vendedores
Uso recomendado: Pistola VATS, sigilo temprano, secundaria confiable
Limitaciones/debilidades: Daño bajo contra armadura pesada sin mods
---
--------------------------------------------------------------------------------------
---
[FICHA ARMA]
Nombre: Deliverer
Categoría: Arma balística única
Subtipo: Pistola silenciada
Descripción: Pistola única del Ferrocarril, excelente en VATS por bajo coste de AP.
Estadísticas medibles:
DAÑO_FISICO: 25
DAÑO_ENERGIA: 0
DAÑO_RADIACION/FUEGO/VENENO: 0
MUNICIÓN: 10mm
CARGADOR: 12
CADENCIA: 66
ALCANCE: 119
PRECISIÓN: 67
COSTE_AP_VATS: 18
MULTIPLICADOR_CRITICO: x1
DPS_REFERENCIAL: 120-220
PESO: 4.4
VALOR: 774
Perks recomendados: Gunslinger, Sneak, Ninja, Mister Sandman, Better Criticals
Mods clave: Advanced receiver, grip mejorado; viene silenciada
Botín/obtención: Recompensa del Ferrocarril en Tradecraft
Uso recomendado: Build de pistola VATS y sigilo
Limitaciones/debilidades: Menor alcance que rifles
---
--------------------------------------------------------------------------------------
---
[FICHA ARMA]
Nombre: Combat Rifle
Categoría: Arma balística
Subtipo: Rifle
Descripción: Rifle modular para semiautomatico o automático; una de las armas mas versatiles.
Estadísticas medibles:
DAÑO_FISICO: 33
DAÑO_ENERGIA: 0
DAÑO_RADIACION/FUEGO/VENENO: 0
MUNICIÓN: .45 / .308 mod
CARGADOR: 20
CADENCIA: 33
ALCANCE: 203
PRECISIÓN: 72
COSTE_AP_VATS: 25
MULTIPLICADOR_CRITICO: x1
DPS_REFERENCIAL: 160-350
PESO: 11.1
VALOR: 144
Perks recomendados: Rifleman o Commando
Mods clave: Advanced receiver, .308 receiver, suppressor, reflex/recon scope
Botín/obtención: Botín de Gunners, vendors, zonas medias
Uso recomendado: Rifle principal de campaña
Limitaciones/debilidades: Consume munición si automático
---
--------------------------------------------------------------------------------------
---
[FICHA ARMA]
Nombre: Overseer's Guardian
Categoría: Arma balística única
Subtipo: Rifle
Descripción: Combat Rifle único con efecto Two Shot; extremadamente fuerte desde temprano.
Estadísticas medibles:
DAÑO_FISICO: 55 ref
DAÑO_ENERGIA: 0
DAÑO_RADIACION/FUEGO/VENENO: 0
MUNICIÓN: .45 / .308 mod
CARGADOR: 20
CADENCIA: 33
ALCANCE: 203
PRECISIÓN: 72
COSTE_AP_VATS: 28
MULTIPLICADOR_CRITICO: x1
DPS_REFERENCIAL: 250-500
PESO: 15.7
VALOR: 3138
Perks recomendados: Rifleman, Gun Nut, Better Criticals
Mods clave:  .308 receiver, long ported barrel, suppressor, recon/reflex
Botín/obtención: Comprable en Vault 81
Uso recomendado: Rifle principal top para casi todo el juego
Limitaciones/debilidades: Precio alto y retroceso mayor
---
--------------------------------------------------------------------------------------
---
--------------------------------------------------------------------------------------
---
[FICHA ARMA]
Nombre: Gauss Rifle
Categoría: Arma balística avanzada
Subtipo: Rifle electromagnético
Descripción: Rifle de carga electromagnetica con daño enorme por disparo.
Estadísticas medibles:
DAÑO_FISICO: 110
DAÑO_ENERGIA: 0
DAÑO_RADIACION/FUEGO/VENENO: 0
MUNICIÓN: 2mm EC
CARGADOR: 7
CADENCIA: Carga
ALCANCE: 203+
PRECISIÓN: 69
COSTE_AP_VATS: 40
MULTIPLICADOR_CRITICO: x1
DPS_REFERENCIAL: 250-800
PESO: 15.8
VALOR: 228
Perks recomendados: Rifleman, Science, Ninja, Better Criticals
Mods clave: Shielded barrel, suppressor, recon/long scope
Botín/obtención: Botín alto nivel, vendors, The Last Minute
Uso recomendado: Sniper endgame
Limitaciones/debilidades: Cadencia baja y munición especial
---
--------------------------------------------------------------------------------------
---
[FICHA ARMA]
Nombre: Láser Rifle
Categoría: Arma de energía
Subtipo: Rifle/Pistola láser
Descripción: Arma de energía flexible, configurable como pistola, rifle, automática o sniper.
Estadísticas medibles:
DAÑO_FISICO: 0
DAÑO_ENERGIA: 24
DAÑO_RADIACION/FUEGO/VENENO: 0
MUNICIÓN: Fusion cell
CARGADOR: 30
CADENCIA: 50
ALCANCE: 203
PRECISIÓN: 72
COSTE_AP_VATS: 25
MULTIPLICADOR_CRITICO: x1
DPS_REFERENCIAL: 120-300
PESO: 5.5
VALOR: 66
Perks recomendados: Rifleman/Gunslinger/Commando, Science
Mods clave: Overcharged capacitor, sniper barrel, beam focuser
Botín/obtención: Botín común, synths, Brotherhood
Uso recomendado: Build energía fiable
Limitaciones/debilidades: Menor daño que plasma en endgame
---
--------------------------------------------------------------------------------------
---
[FICHA ARMA]
Nombre: Plasma Rifle
Categoría: Arma de energía
Subtipo: Rifle/Pistola plasma
Descripción: Arma de daño mixto físico y energía; muy fuerte con mods.
Estadísticas medibles:
